sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:mum:unknown:1,mum,unknown,妈妈,妈妈,/mʌm/,/mʌm/,I have understood my mum. She has done all the things for the sake of me.,现在我对未来充满了信心，我理解了妈妈，她所做的一切都是为了我。
en:face:unknown:1,face,unknown,脸,脸,/fes/,/feɪs/,She had a beautiful face.,她面容秀美。
en:ear:unknown:1,ear,unknown,耳朵,耳朵,/ɪr/,/ɪə/,She tucked her hair behind her ears.,她把头发拢到耳朵背后。
en:eye:unknown:1,eye,unknown,眼睛,眼睛,/aɪ/,/aɪ/,He’s got beautiful eyes.,他有一双漂亮的眼睛。
en:nose:unknown:1,nose,unknown,鼻子,鼻子,/noz/,/nəʊz/,Someone punched him on the nose.,有人一拳打在他的鼻子上。
en:mouth:unknown:1,mouth,unknown,嘴,嘴,/maʊθ/,/maʊθ/,He lifted his glass to his mouth.,他把玻璃杯举到嘴边。
en:arm:unknown:1,arm,unknown,胳膊,胳膊,/ɑrm/,/ɑːm/,in arms,怀抱着的；武装起来的
en:hand:unknown:1,hand,unknown,手,手,/hænd/,/hænd/,Steve gripped the steering wheel tightly with both hands.,史蒂夫双手紧握方向盘。
en:head:unknown:1,head,unknown,头,头,/hɛd/,/hed/,He kissed the top of her head.,他吻了一下她的头顶。
en:body:unknown:1,body,unknown,身体,身体,/'bɑdi/,/'bɒdɪ/,the human body,人体
en:leg:unknown:1,leg,unknown,腿,腿,/lɛɡ/,/leg/,a young boy with skinny legs,双腿干瘦的小男孩
en:foot:unknown:1,foot,unknown,脚,脚,/fʊt/,/fʊt/,My foot hurts.,我脚痛。
en:school:unknown:1,school,unknown,学校,学校,/skul/,/skuːl/,His mother always used to pick him up from school.,他母亲以前一直去学校接他。
en:duck:unknown:1,duck,unknown,鸭子,鸭子,/dʌk/,/dʌk/,I bought her a toy duck that ran upon little wheels.,我给她买了一个靠小轮子行走的玩具鸭子。
en:pig:unknown:1,pig,unknown,猪,猪,/pɪɡ/,/pɪg/,He kept pigs and poultry.,他养过猪和家禽。
en:cat:unknown:1,cat,unknown,猫,猫,/kæt/,/kæt/,The police played an elaborate game of cat and mouse to trap him.,警方跟他玩了一场精心布局的猫捉老鼠游戏，诱他落网。
en:bear:unknown:1,bear,unknown,熊,熊,/bɛr/,/beə/,bear oneself,举止，表现；为人处事
en:dog:unknown:1,dog,unknown,狗,狗,/dɔɡ/,/dɒg/,I could hear a dog barking .,我听到了狗吠声。
en:elephant:unknown:1,elephant,unknown,大象,大象,/ˈɛləfənt/,/'elɪf(ə)nt/,The hunter destroyed the elephant.,猎手射杀了那头大象。
en:monkey:unknown:1,monkey,unknown,猴子,猴子,/'mʌŋki/,/'mʌŋkɪ/,The monkey engulfed the food whole.,这只猴子囫囵吞下食物。
en:bird:unknown:1,bird,unknown,鸟,鸟,/bɝd/,/bɜːd/,wild birds,野鸟
en:tiger:unknown:1,tiger,unknown,老虎,老虎,/'taɪɡɚ/,/'taɪgə/,A tiger lives off some small animals.,老虎靠吃一些小动物为生。
en:panda:unknown:1,panda,unknown,大熊猫,大熊猫,/'pændə/,/'pændə/,The caged panda chafed against the bars.,笼子里的大熊猫贴在栅栏上蹭它的身体。
en:zoo:unknown:1,zoo,unknown,动物园,动物园,/zu/,/zuː/,They taxied to the zoo.,他们乘出租车去动物园。
en:funny:unknown:1,funny,unknown,滑稽的；好笑的,滑稽的；好笑的,/'fʌni/,/'fʌnɪ/,the funniest man in Britain,英国最滑稽的男人
en:bread:unknown:1,bread,unknown,面包,面包,/brɛd/,/bred/,Would you like some bread with your soup?,你喝汤时要吃点面包吗？
en:juice:unknown:1,juice,unknown,果汁,果汁,/dʒus/,/dʒuːs/,a carton of orange juice,一纸盒橙汁
en:egg:unknown:1,egg,unknown,蛋,蛋,/ɛɡ/,/eg/,Blackbirds lay their eggs in March.,乌鸫在3月产蛋。
en:milk:unknown:1,milk,unknown,牛奶,牛奶,/mɪlk/,/mɪlk/,a bottle of milk,一瓶奶
en:water:unknown:1,water,unknown,水,水,/ˈwɔtɚ/,/'wɔːtə/,There’s water all over the bathroom floor.,浴室地面上都是水。
en:cake:unknown:1,cake,unknown,蛋糕,蛋糕,/kek/,/keɪk/,We had cake and ice cream.,我们吃了蛋糕和冰激凌。
en:fish:unknown:1,fish,unknown,鱼,鱼,/fɪʃ/,/fɪʃ/,"Over 1,500 different species of fish inhabit the waters around the reef.","那片礁石周围的水域生活着1,500多种不同的鱼类。"
en:rice:unknown:1,rice,unknown,米饭,米饭,/raɪs/,/raɪs/,a tasty sauce served with rice or pasta,配米饭或意面的美味酱汁
en:one:unknown:1,one,unknown,一,一,/wʌn/,/wʌn/,They had one daughter.,他们有一个女儿。
en:two:unknown:1,two,unknown,二,二,/tu/,/tuː/,I’ll be away for almost two weeks.,我要离开差不多两周时间。
en:three:unknown:1,three,unknown,三,三,/θri/,/θriː/,They’ve won their last three games.,他们赢了最近三场比赛。
en:four:unknown:1,four,unknown,四,四,/fɔr/,/fɔː/,She is married with four children.,她已婚，有四个孩子。
en:five:unknown:1,five,unknown,五,五,/faɪv/,/faɪv/,There is also a golf course five miles away.,五英里外还有个高尔夫球场。
en:six:unknown:1,six,unknown,六,六,/sɪks/,/sɪks/,six months ago,六个月前
en:seven:unknown:1,seven,unknown,七,七,/'sɛvn/,/'sev(ə)n/,The women visited cities in seven states.,这些女性访问了七个州的城市。
en:eight:unknown:1,eight,unknown,八,八,/et/,/eɪt/,It’s only eight days till Christmas.,还有8天就到圣诞节了。
en:nine:unknown:1,nine,unknown,九,九,/naɪn/,/naɪn/,He’s only been in this job for nine months.,他干这份工作才九个月。
en:ten:unknown:1,ten,unknown,十,十,/tɛn/,/ten/,Snow had been falling steadily for ten days.,雪已经连续下了10天了。
en:brother:unknown:1,brother,unknown,兄；弟,兄；弟,/'brʌðɚ/,/'brʌðə/,"I have two brothers, William and Mark.",我有两个兄弟，威廉和马克。
en:plate:unknown:1,plate,unknown,盘子,盘子,/pleɪt/,/pleɪt/,The plates were piled high with rice.,盘子里都堆满了米饭。
en:uk:unknown:1,UK,unknown,英国,英国,,,But we have the same problem in UK.,而在我们英国，也有同样的问题。
en:canada:unknown:1,Canada,unknown,加拿大,加拿大,/'kænədə/,/'kænədə/,She was domiciliated in Canada.,她在加拿大定居。
en:usa:unknown:1,USA,unknown,美国,美国,,,"For example, think about the differences we observe with people from different parts of the USA.",例如，想一想那些来自美国各地的人们，我们可以观察到他们之间的差异。
en:china:unknown:1,China,unknown,中国,中国,,/ˈtʃaɪnə/,in china,在中国
en:she:unknown:1,she,unknown,她；（指雌性动物）它,她；（指雌性动物）它,/ʃi/,/ʃiː/,You could always ask Beth – she’s got plenty of money.,你总是可以去问贝丝——她有很多钱。
en:student:unknown:1,student,unknown,"学生, 学者","学生, 学者",/'studnt/,/'stjuːd(ə)nt/,The student trotted out his knowledge.,这个学生炫耀他的知识。
en:pupil:unknown:1,pupil,unknown,小学生,小学生,/pjupl/,/'pjuːpɪl; -p(ə)l/,About 20 pupils study music here.,大约20名小学生在这里学习音乐。
en:he:unknown:1,he,unknown,他；它（指雄性动物）,他；它（指雄性动物）,/hi/,/hiː/,‘Where’s Paul?’ ‘He’s gone to the cinema.’,“保罗在哪儿？”“他去看电影了。”
en:teacher:unknown:1,teacher,unknown,"教师, 老师, 导师","教师, 老师, 导师",/'titʃɚ/,/'tiːtʃə/,a primary school teacher,小学教师
en:boy:unknown:1,boy,unknown,"男孩, 儿子, 孩子气的人, 男仆","男孩, 儿子, 孩子气的人, 男仆",/bɔɪ/,/bɒɪ/,The boys wanted to play football.,男孩子们想踢足球。
en:and:unknown:1,and,unknown,和,和,"/ənd, ən,ænd/",/ənd; (ə)n; ænd/,He’s gone to get some fish and chips.,他去买炸鱼薯条了。
en:girl:unknown:1,girl,unknown,"女孩, 少女, 女仆, (商店等的)女工作人员","女孩, 少女, 女仆, (商店等的)女工作人员",/ɡɝl/,/gɜːl/,Both boys and girls can apply to join the choir.,男孩和女孩均可申请加入合唱团。
en:new:unknown:1,new,unknown,新的，新近的；新来的；不熟悉的,新的，新近的；新来的；不熟悉的,/nu/,/njuː/,the city’s new hospital,市里新建的医院
en:friend:unknown:1,friend,unknown,朋友，友人；支持者，同情者,朋友，友人；支持者，同情者,/frɛnd/,/frend/,"Jerry, this is my friend Sue.",杰里，这是我的朋友休。
en:today:unknown:1,today,unknown,今天；现在，目前,今天；现在，目前,/tə'de/,/tə'deɪ/,I couldn’t go shopping yesterday so I’ll have to go today.,我昨天没能去买东西，所以今天我必须去。
en:father:unknown:1,father,unknown,父亲；爸爸,父亲；爸爸,/'fɑðɚ/,/'fɑːðə/,Ask your father to help you.,叫你父亲帮你。
en:dad:unknown:1,dad,unknown,（口语）爸爸；爹爹,（口语）爸爸；爹爹,/dæd/,/dæd/,She lives with her mom and dad.,她和爸爸妈妈一起住。
en:man:unknown:1,man,unknown,男人,男人,/mæn/,/mæn/,There were two men and a woman in the car.,车上有两男一女。
en:woman:unknown:1,woman,unknown,女人,女人,/'wʊmən/,/'wʊmən/,I was talking to a woman I met on the flight.,我正和一个在飞机上认识的女子交谈。
en:mother:unknown:1,mother,unknown,母亲；妈妈,母亲；妈妈,/'mʌðɚ/,/'mʌðə/,His mother and father are both doctors.,他的父母都是医生。
en:sister:unknown:1,sister,unknown,姐；妹,姐；妹,/'sɪstɚ/,/'sɪstə/,Janet and Abby are sisters.,珍妮特和阿比是两姐妹。
en:grandmother:unknown:1,grandmother,unknown,（外）祖母,（外）祖母,/'ɡrænmʌðɚ/,/'græn(d)mʌðə/,Her grandmother lived to 84.,她的祖母活到了84岁。
en:grandma:unknown:1,grandma,unknown,（口语）（外）祖母,（口语）（外）祖母,/ɡrænmɑ/,/'græn(d)mɑː/,,
en:grandfather:unknown:1,grandfather,unknown,（外）祖父,（外）祖父,/'græn'fɑðɚ/,/'græn(d)fɑːðə/,His grandfather lies in the churchyard.,他祖父葬于教堂的墓地。
en:grandpa:unknown:1,grandpa,unknown,（口语）（外）祖父,（口语）（外）祖父,/grandpa/,/ˈgrænpɑ:/,,
en:family:unknown:1,family,unknown,家；家庭,家；家庭,/ˈfæməlɪ/,/ˈfæməlɪ/,Do you know the family next door?,你认识隔壁那家人吗？
en:thin:unknown:1,thin,unknown,瘦的,瘦的,/θɪn/,/θɪn/,a thin gold chain,一条细细的金链
en:fat:unknown:1,fat,unknown,胖的；肥的,胖的；肥的,/fæt/,/fæt/,Are you suggesting I’m too fat?,你是不是在说我太胖了？
en:tall:unknown:1,tall,unknown,高的,高的,/tɔl/,/tɔːl/,He was young and tall.,他年轻，身材高大。
en:short:unknown:1,short,unknown,矮的；短的,矮的；短的,/ʃɔrt/,/ʃɔːt/,a short meeting,一个短会
en:long:unknown:1,long,unknown,长的,长的,/lɔŋ/,/lɒŋ/,a long table,一张长桌子
en:small:unknown:1,small,unknown,小的,小的,/smɔl/,/smɔːl/,a small piece of paper,一小片纸
en:big:unknown:1,big,unknown,大的,大的,/bɪɡ/,/bɪg/,a big house,大房子
en:giraffe:unknown:1,giraffe,unknown,长颈鹿,长颈鹿,/dʒəˈræf; dʒəˈræf/,/dʒɪˈrɑ:f/,Can I get the mommy giraffe for Christmas?,我在圣诞节能得到一个长颈鹿妈妈吗？
en:so:unknown:1,so,unknown,这么；那么,这么；那么,/so/,/səʊ/,"So, how was school today?",噢，今天上学怎么样？
en:children:unknown:1,children,unknown,儿童,儿童,/'tʃɪldrən/,/'tʃɪldrən/,children of israel,n. 以色列人
en:child:unknown:1,child,unknown,儿童,儿童,/tʃaɪld/,/tʃaɪld/,The hotel is ideal for families with young children.,这家宾馆对带小孩的家庭再合适不过。
en:tail:unknown:1,tail,unknown,尾巴,尾巴,/tel/,/teɪl/,The dog wagged its tail .,那条狗摇了摇尾巴。
en:on:unknown:1,on,unknown,在⋯⋯上,在⋯⋯上,/ɑn/,/ɒn/,I wanted to punch him on the nose.,我真想一拳打到他鼻子上。
en:in:unknown:1,in,unknown,在⋯⋯里,在⋯⋯里,/ɪn/,/ɪn/,There’s some sugar in the cupboard.,碗橱里有一些糖。
en:under:unknown:1,under,unknown,在⋯⋯下面,在⋯⋯下面,/'ʌndɚ/,/'ʌndə/,Wendy had hidden the box under her bed.,温迪把盒子藏在了自己的床底下。
en:chair:unknown:1,chair,unknown,椅子,椅子,/tʃɛr/,/tʃeə/,a kitchen chair,厨房椅
en:desk:unknown:1,desk,unknown,书桌,书桌,/dɛsk/,/desk/,Marie was sitting at her desk.,玛丽正坐在书桌前。
en:cap:unknown:1,cap,unknown,帽子,帽子,/kæp/,/kæp/,He placed his cap and overcoat on a chair.,他把帽子和大衣搁在一张椅子上。
en:ball:unknown:1,ball,unknown,球,球,/bɔl/,/bɔːl/,The ball drifted on the water.,那只皮球在水面上漂荡。
en:car:unknown:1,car,unknown,小汽车,小汽车,/kɑr/,/kɑː/,Dan got out of the car and locked the door.,丹下了车，锁上车门。
en:boat:unknown:1,boat,unknown,小船,小船,/bot/,/bəʊt/,a fishing boat,渔船
en:map:unknown:1,map,unknown,地图,地图,/mæp/,/mæp/,According to the map we should turn left.,从地图上看，我们应该左拐。
en:toy:unknown:1,toy,unknown,玩具,玩具,/tɔɪ/,/tɒɪ/,some toys for the baby,宝宝玩的一些玩具
en:box:unknown:1,box,unknown,盒；箱,盒；箱,/bɑks/,/bɒks/,You should rip the cover off the box first.,你首先应当把这个盒子的封套扯掉。
en:pear:unknown:1,pear,unknown,梨,梨,/pɛr/,/peə/,I took this apple for a pear until I tasted it.,我误将这个苹果当作梨子，直到我尝了才知道。
en:apple:unknown:1,apple,unknown,苹果,苹果,/'æpl/,/'æp(ə)l/,apple pie,苹果馅饼
en:banana:unknown:1,banana,unknown,香蕉,香蕉,/bə'nænə/,/bə'nɑːnə/,The area is under banana cultivation.,这个地区种植香蕉。
en:watermelon:unknown:1,watermelon,unknown,西瓜,西瓜,/'wɔtɚmɛlən/,/'wɔːtəmelən/,"Oh, what a big watermelon!",喔唷， 这么大的西瓜!
en:strawberry:unknown:1,strawberry,unknown,草莓,草莓,/'strɔbɛri/,/'strɔːb(ə)rɪ/,Do you have strawberry?,你们有卖草莓吗?
en:grape:unknown:1,grape,unknown,葡萄,葡萄,/ɡrep/,/greɪp/,a bunch of grapes,一串葡萄
en:buy:unknown:1,buy,unknown,买,买,/baɪ/,/baɪ/,People say the judge had been bought by the Mafia.,人们都说法官被黑手党收买了。
en:fruit:unknown:1,fruit,unknown,水果,水果,/frut/,/fruːt/,Try to eat plenty of fresh fruit .,尽量多吃新鲜水果。
en:eleven:unknown:1,eleven,unknown,十一,十一,/ɪ'lɛvn/,/ɪ'lev(ə)n/,She was sent to jail for eleven months.,她被判入狱11个月。
en:twelve:unknown:1,twelve,unknown,十二,十二,/twɛlv/,/twelv/,He received a twelve-month jail sentence.,他获刑12个月。
en:thirteen:unknown:1,thirteen,unknown,十三,十三,/'θɝ'tin/,/θɜː'tiːn; 'θɜːtiːn/,They’ve only sold thirteen tickets so far.,到目前为止他们仅仅售出13张票。
en:fourteen:unknown:1,fourteen,unknown,十四,十四,"/,fɔr'tin/",/fɔː'tiːn; 'fɔːtiːn/,He used to work fourteen hours a day.,他过去一天工作14个小时。
en:fifteen:unknown:1,fifteen,unknown,十五,十五,"/,fɪf'tin/",/fɪf'tiːn; 'fɪftiːn/,a coastal village fifteen miles south of Tourane,土伦以南15英里的一个滨海村落
en:sixteen:unknown:1,sixteen,unknown,十六,十六,"/,sɪks'tin/",/sɪks'tiːn; 'sɪkstiːn/,sixteen years later,16年后
en:seventeen:unknown:1,seventeen,unknown,十七,十七,"/,sɛvn'tin/",/sev(ə)n'tiːn; 'sev(ə)ntiːn/,a group of seventeen American military officers,由17名美国军官组成的团体
en:eighteen:unknown:1,eighteen,unknown,十八,十八,"/,e'tin/",/eɪ'tiːn; 'eɪtiːn/,At least eighteen bullets were fired.,至少射出了18颗子弹。
en:nineteen:unknown:1,nineteen,unknown,十九,十九,"/,naɪn'tin/",/naɪn'tiːn; 'naɪntiːn/,It was nineteen minutes past seven.,当时是7点19分。
en:twenty:unknown:1,twenty,unknown,二十,二十,/'twɛnti/,/'twentɪ/,a small village twenty miles from Nairobi,距内罗毕20英里的一个小村庄
en:kite:unknown:1,kite,unknown,风筝,风筝,/kaɪt/,/kaɪt/,She has a blue and green kite.,她有一只蓝色和绿色的风筝。
en:beautiful:unknown:1,beautiful,unknown,美丽的,美丽的,/'bjʊtəfəl/,/ˈbju:tɪfl/,She was even more beautiful than I had remembered.,她比我记忆中更美。
en:classroom:unknown:1,classroom,unknown,教室,教室,/'klæsrʊm/,/'klɑːsruːm; -rʊm/,A fence runs around our classroom.,我们的教室周围有一圈篱笆。
en:window:unknown:1,window,unknown,窗户,窗户,/'wɪndo/,/'wɪndəʊ/,They climbed out through the window.,他们从窗户爬出来。
en:blackboard:unknown:1,blackboard,unknown,黑板,黑板,/'blækbɔrd/,/'blækbɔːd/,She marked a square on the blackboard.,她在黑板上画了个正方形。
en:light:unknown:1,light,unknown,电灯,电灯,/laɪt/,/laɪt/,We waited for the lights to change.,我们等着红绿灯转换。
en:picture:unknown:1,picture,unknown,图画,图画,/'pɪktʃɚ/,/'pɪktʃə/,The room had several pictures on the walls.,那个房间墙上有几幅画。
en:door:unknown:1,door,unknown,门,门,/dɔr/,/dɔː/,Could you open the door for me?,请你帮我开门好吗？
en:teacher's-desk:unknown:1,teacher's desk,unknown,讲台,讲台,,,She stayed after class and went up to the teacher's desk. Jean thanked Mrs. Slaton and told her about her dream of becoming a pilot.,下课之后，她走到讲台前，感谢斯莱顿夫人，并且告诉斯莱顿夫人她的梦想是成为一名飞行员。
en:computer:unknown:1,computer,unknown,计算机,计算机,/kəm'pjutɚ/,/kəm'pjuːtə/,a huge global computer network,巨大的全球计算机网络
en:fan:unknown:1,fan,unknown,风扇,风扇,/fæn/,/fæn/,a ceiling fan,吊扇
en:wall:unknown:1,wall,unknown,墙壁,墙壁,/wɔl/,/wɔːl/,the Great Wall of China,中国的长城
en:floor:unknown:1,floor,unknown,地板,地板,/flɔr/,/flɔː/,a polished wooden floor,上过蜡的木地板
en:really:unknown:1,really,unknown,真的,真的,"/ˈriəˌli, ˈrili/",/'rɪəlɪ/,Why don’t you tell us what really happened?,你为什么不把真相告诉我们？
en:near:unknown:1,near,unknown,距离近,距离近,/nɪr/,/nɪə/,They live near London.,他们住在伦敦附近。
en:tv:unknown:1,TV,unknown,电视,电视,/ˌti vi/,/ˌti: ˈvi:/,a new TV set,一台新电视机
en:clean:unknown:1,clean,unknown,打扫,打扫,/klin/,/kliːn/,Mary cooked and cleaned for them.,玛丽为他们做饭、打扫卫生。
en:help:unknown:1,help,unknown,帮助,帮助,/hɛlp/,/help/,"If there’s anything I can do to help, just give me a call.",如果需要我帮忙，就给我打个电话。
en:schoolbag:unknown:1,schoolbag,unknown,书包,书包,/ˈskulˌbæɡ/,/'skuːlbæɡ/,The pupil tossed his schoolbag into the air.,小学生把书包扔向空中。
en:maths-book:unknown:1,maths book,unknown,数学书,数学书,,,He has lost his maths book.,他（已经）把数学书丢了。
en:english-book:unknown:1,English book,unknown,英语书,英语书,,,This is an English book.,这是一本英语书。
en:chinese-book:unknown:1,Chinese book,unknown,语文书,语文书,,,Chinese book and an English book.,一本语文书和一本英语书。
en:storybook:unknown:1,storybook,unknown,故事书,故事书,/'stɔrɪ'bʊk/,/'stɔːrɪbʊk/,colourful storybooks,彩色故事书
en:candy:unknown:1,candy,unknown,糖果,糖果,/ˈkændɪ/,/'kændɪ/,a box of candies,一盒糖果
en:notebook:unknown:1,notebook,unknown,笔记本,笔记本,/'notbʊk/,/'nəʊtbʊk/,Copy this page in your notebook.,把这一页抄到你的笔记本上。
en:key:unknown:1,key,unknown,钥匙,钥匙,,/kiː/,They put the key in the door and entered.,他们用钥匙开了门然后走了进去。
en:wow:unknown:1,wow,unknown,呀,呀,/wou/,/waʊ/,Wow! Look at that!,哇！看呀！
en:lost:unknown:1,lost,unknown,丢失,丢失,/lɔst/,/lɒst/,two boys searching for a lost ball,在寻找一个丢失的球的两个男孩
en:so-much:unknown:1,so much,unknown,非常地,非常地,,,I love your book so much.,我非常喜欢你的书。
en:cute:unknown:1,cute,unknown,可爱的,可爱的,/kjʊt/,/kjuːt/,a cute little puppy,一只逗人爱的小狗
en:strong:unknown:1,strong,unknown,强壮的,强壮的,/strɔŋ/,/strɒŋ/,He was a big strong man.,他高大健壮。
en:friendly:unknown:1,friendly,unknown,友好的,友好的,/ˈfrɛndlɪ/,/ˈfrendlɪ/,a friendly smile,亲切的微笑
en:quiet:unknown:1,quiet,unknown,安静的,安静的,/'kwaɪət/,/'kwaɪət/,We’ll have to be quiet so as not to wake the baby.,我们得安静点，免得吵醒宝宝。
en:hair:unknown:1,hair,unknown,头发,头发,/hɛr/,/heə/,Her hair was short and dark.,她的头发又短又黑。
en:shoe:unknown:1,shoe,unknown,鞋,鞋,/ʃu/,/ʃuː/,I sat down and took off my shoes and socks.,我坐下来脱掉鞋子和袜子。
en:glasses:unknown:1,glasses,unknown,眼镜,眼镜,/'glæsɪz/,/'glɑːsɪz/,...the 140 million Americans who wear glasses or contact lenses.,…1.4亿戴眼镜或者隐性眼镜的美国人。
en:his:unknown:1,his,unknown,他的,他的,/hɪz/,/hɪz/,Leo took off his coat and sat down.,利奥脱掉大衣坐了下来。
en:or:unknown:1,or,unknown,或者,或者,/ɔr/,/ɔː/,Shall we go out to the cinema or stay at home?,我们是出去看电影还是待在家里？
en:right:unknown:1,right,unknown,对的,对的,/raɪt/,/raɪt/,I think you’ve made the right decision.,我认为你作出了正确的决定。
en:hat:unknown:1,hat,unknown,帽子,帽子,/hæt/,/hæt/,Maria was wearing a beautiful new hat.,玛丽亚戴着一顶漂亮的新帽子。
en:her:unknown:1,her,unknown,她的,她的,/hɚ/,/hɜː/,She looked at her watch.,她看了一下表。
en:bedroom:unknown:1,bedroom,unknown,卧室,卧室,/'bɛdrum/,/'bedruːm; -rʊm/,a hotel with 50 bedrooms,有50间客房的旅馆
en:living-room:unknown:1,living room,unknown,客厅,客厅,/'lɪvɪŋ rum/,/'lɪvɪŋ ru:m/,,
en:study:unknown:1,study,unknown,书房,书房,/'stʌdi/,/'stʌdɪ/,case study,个案研究；案例研究
en:kitchen:unknown:1,kitchen,unknown,厨房,厨房,/'kɪtʃɪn/,/'kɪtʃɪn; -tʃ(ə)n/,Sam went into the kitchen to make a pot of tea.,萨姆走进厨房去沏一壶茶。
en:bathroom:unknown:1,bathroom,unknown,浴室,浴室,/'bæθrum/,/'bɑːθruːm; -rʊm/,The water shed from the bathroom.,水是从浴室中溢出来的。
en:bed:unknown:1,bed,unknown,床,床,/bɛd/,/bed/,You should go to bed early.,你应该早点上床。
en:phone:unknown:1,phone,unknown,电话,电话,/fon/,/fəʊn/,Much of his work is done by phone .,他的工作大部分是通过电话进行的。
en:table:unknown:1,table,unknown,桌子,桌子,/'tebl/,/'teɪb(ə)l/,The food was served on long tables.,食物放在长餐桌上供应。
en:sofa:unknown:1,sofa,unknown,长沙发,长沙发,/'sofə/,/'səʊfə/,He sprang up from the sofa.,他从沙发上猛然跳了起来。
en:fridge:unknown:1,fridge,unknown,冰箱,冰箱,/frɪdʒ/,/frɪdʒ/,It can be anything: spoiled milk from the back of your fridge right down to tar and feathers.,它可以是任何玩意儿：从你冰箱后面那些变质的牛奶到沥青和羽毛。
en:find:unknown:1,find,unknown,找到,找到,/faɪnd/,/faɪnd/,I can’t find the car keys.,我找不到汽车钥匙。
en:them:unknown:1,them,unknown,他们,他们,/ðɛm; ðəm/,/ðem; ðəm/,Has anyone seen my keys? I can’t find them anywhere.,有人见到我的钥匙吗？我哪儿都找不到。
en:beef:unknown:1,beef,unknown,牛肉,牛肉,/bif/,/biːf/,roast beef,烤牛肉
en:chicken:unknown:1,chicken,unknown,鸡肉,鸡肉,/ˈtʃɪkɪn/,/'tʃɪkɪn/,"Yes, it tastes like chicken.",是的，它的味道像鸡。
en:noodles:unknown:1,noodles,unknown,面条,面条,/ˈnudlz/,/ˈnu:dlz/,Do you like rice or noodles?,你喜欢米饭还是面条？
en:soup:unknown:1,soup,unknown,汤,汤,/sup/,/suːp/,homemade tomato soup,自制的番茄汤
en:vegetable:unknown:1,vegetable,unknown,蔬菜,蔬菜,/ˈvɛdʒtəbl/,/ˈvedʒtəbl/,fresh fruit and vegetables,新鲜果蔬
en:chopsticks:unknown:1,chopsticks,unknown,筷子,筷子,"/'tʃɑp,stɪks/",/'tʃɒpstɪks/,We still lack a pair of chopsticks.,还少一双筷子。
en:bowl:unknown:1,bowl,unknown,碗,碗,/bol/,/bəʊl/,Mix all the ingredients thoroughly in a large bowl.,将所有配料放在大碗里搅拌均匀。
