sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:aspect:noun:1,aspect,noun,方面,n 方面,/'æspɛkt/,/'æspekt/,a south-facing aspect,朝南方向
en:assassinate:verb:1,assassinate,verb,刺杀，暗杀,v 刺杀，暗杀,/ə'sæsn'et/,/ə'sæsɪneɪt/,a plot to assassinate the President,刺杀总统的阴谋
en:assemble:verb:1,assemble,verb,收集，组装,v 收集，组装,/ə'sɛmbl/,/ə'sembl/,The aircraft will continue to be assembled in France.,飞机将继续在法国组装。
en:assessment:noun:1,assessment,noun,评估，评价,n 评估，评价,/ə'sɛsmənt/,/əˈsesmənt/,a reading assessment test,阅读评估测试
en:association:noun:1,association,noun,联系,n 联系,"/ə,soʃɪ'eʃən/",/əˌsəʊʃɪ'eɪʃn/,Scotland has all kinds of happy associations for me.,苏格兰给我各种各样愉快的联想。
en:athletic:adjective:1,athletic,adjective,运动的，运动员的,adj 运动的，运动员的,/æθ'lɛtɪk/,/æθˈletɪk/,a tall athletic man,一个高大强壮的男子
en:atmosphere:noun:1,atmosphere,noun,气氛，空气,n 气氛，空气,/'ætməsfɪr/,/'ætməsfɪə(r)/,The hotel had a lovely relaxed atmosphere .,那家宾馆的气氛轻松愉快。
en:attendant:noun:1,attendant,noun,服务人员,n 服务人员,/ə'tɛndənt/,/əˈtendənt/,a car park attendant,停车场的服务员
en:authorities:noun:1,authorities,noun,当局,n 当局,/ə'θɔrətɪz/,/ɔ:'θɒrɪtɪs/,This provided a pretext for the authorities to cancel the elections.,这给当局提供了一个取消选举的借口。
en:authority:noun:1,authority,noun,权威,n 权威,/ə'θɔrəti/,/ɔ:ˈθɒrəti/,an agreement between the US and Colombian authorities,美国和哥伦比亚当局的一份协议
en:authorization:noun:1,authorization,noun,授权,n 授权,"/,ɔθərɪ'zeʃən/",/ˈɔ:θəraɪzeɪʃən/,You need special authorization to park here.,在此停车要有特别的许可。
en:automatic:adjective:1,automatic,adjective,自动的,adj 自动的,/'ɔtə'mætɪk/,/ˌɔ:tə'mætɪk/,an automatic weapon,自动武器
en:auxiliary:adjective:1,auxiliary,adjective,辅助的,adj 辅助的,/ɔːɡ'zɪlɪəri/,/ɔ:gˈzɪliəri/,an auxiliary nurse,助理护士
en:available:adjective:1,available,adjective,可获得的，可利用的,adj 可获得的，可利用的,/ə'veləbl/,/əˈveɪləbl/,Tickets are available from the box office.,售票处有票出售。
en:awareness:noun:1,awareness,noun,意识,n 意识,/ə'wɛrnəs/,/əˈweənəs/,Health officials have tried to raise awareness (= improve people’s knowledge ) about AIDS.,卫生部官员努力提高人们对艾滋病的认识。
en:awesome:adjective:1,awesome,adjective,极好的，令人敬畏的,adj 极好的，令人敬畏的,/'ɔsəm/,/'ɔ:səm/,an awesome responsibility,一项令人惊惧的责任
en:backup:noun:1,backup,noun,后补，援助,n 后补，援助,"/'bæk,ʌp/",/ˈbækʌp/,There is no emergency back-up immediately available.,没有立即就能获得的后备。
en:bacteria:noun:1,bacteria,noun,细菌,n 细菌,/bæk'tɪrɪə/,/bæk'tɪərɪə/,Is it possible to multiply bacteria in the laboratory?,有可能在实验室繁殖细菌吗?
en:ballet:noun:1,ballet,noun,芭蕾,n 芭蕾,/bæ'le/,/'bæleɪ/,We’re going to the ballet tomorrow evening.,我们明天晚上要去看芭蕾舞演出。
en:barely:adverb:1,barely,adverb,几乎不，仅仅,adv 几乎不，仅仅,/'bɛrli/,/ˈbɛəli/,She was barely aware of his presence.,她几乎没有注意到他的存在。
en:barrier:noun:1,barrier,noun,障碍，阻碍,n 障碍，阻碍,/'bærɪɚ/,/'bærɪə(r)/,He advocated the removal of trade barriers.,他提倡消除贸易壁垒。
en:battery:noun:1,battery,noun,电池,n 电池,/'bæt(ə)rɪ/,/ˈbætri/,You have to take the top off to change the batteries .,你得把顶盖拿掉才能更换电池。
en:battle:noun:1,battle,noun,激战，战役,n 激战，战役,/'bætl/,/'bætl/,the Battle of Trafalgar,特拉法尔加战役
en:bias:noun:1,bias,noun,偏见,n 偏见,/'baɪəs/,/'baɪəs/,Students were evaluated without bias.,对学生的评估都是公正的。
en:biography:noun:1,biography,noun,自传,n 自传,/baɪ'ɑɡrəfi/,/baɪˈɒgrəfi/,...recent biographies of Stalin.,…近年的斯大林传记。
en:bitter:adjective:1,bitter,adjective,痛苦的,adj 痛苦的,/'bɪtɚ/,/'bɪtə(r)/,His photo stirred up bitter memories.,他的照片勾起了痛苦的回忆。
en:bizarre:adjective:1,bizarre,adjective,古怪的；奇怪的,adj 古怪的；奇怪的,/bɪ'zɑr/,/bɪˈzɑ:(r)/,a bizarre coincidence,奇怪的巧合
en:blame:verb:1,blame,verb,谴责,v 谴责,/blem/,/bleɪm/,Don’t blame me – it’s not my fault.,别来怪我——又不是我的错。
en:blouse:noun:1,blouse,noun,衬衫,n 衬衫,/blaʊs/,/blaʊz/,a silk blouse,丝质女衬衫
en:blueprint:noun:1,blueprint,noun,蓝图，设计图,n 蓝图，设计图,/'blʊ'prɪnt/,/'blu:prɪnt/,"By changing the tomato’s genetic blueprint , scientists can alter the rate at which it ripens.",科学家可以通过改变番茄的基因蓝图来改变它的成熟速度。
en:board:noun:1,board,noun,董事会,n 董事会,/bɔrd/,/bɔ:d/,a board meeting,董事会会议
en:boom:noun:1,boom,noun,繁荣,n 繁荣,/buːm/,/bu:m/,The boom has created job opportunities.,经济繁荣创造了就业的机会。
en:boost:verb:1,boost,verb,提高,v 提高,/bʊst/,/bu:st/,"So go out there and boost your brainpower, your mind will thank you.",所以走出去提升你的智力，你的思想会感谢你自己。
en:botanical:adjective:1,botanical,adjective,植物学的,adj 植物学的,/bə'tænɪkl/,/bəˈtænɪkl/,The area is of great botanical interest.,该地区很有植物学研究价值。
en:bother:verb:1,bother,verb,困扰,v 困扰,/'bɑðɚ/,/'bɒðə(r)/,"Danny, don’t bother Ellen while she’s reading.",丹尼，埃伦看书的时候不要去打扰她 。
en:branch:noun:1,branch,noun,分支，分公司,n 分支，分公司,/bræntʃ/,/brɑ:ntʃ/,The bank has branches all over the country.,这家银行在全国各地都有分行。
en:breakthrough:noun:1,breakthrough,noun,突破性进展,n 突破性进展,/'brek'θrʊ/,/'breɪkθru:/,The company looks poised to make a significant breakthrough in China.,该公司看上去稳将在中国实现一次重大突破。
en:breed:verb:1,breed,verb,繁殖；导致,v 繁殖；导致,/brid/,/bri:d/,Eagles breed during the cooler months of the year.,鹰在一年中较凉爽的季节交配繁殖。
en:breezy:adjective:1,breezy,adjective,轻松愉快的,adj 轻松愉快的,/'brizi/,/'bri:zɪ/,a breezy and relaxed air of confidence,轻松自信的神态
en:bribe:verb:1,bribe,verb,贿赂,v 贿赂,/braɪb/,/braɪb/,The only way we could get into the country was by bribing the border officials.,我们要进入这个国家，唯一的办法是贿赂边境官员。
en:bridge:verb:1,bridge,verb,缩小；架桥于…之上,v 缩小；架桥于…之上,/brɪdʒ/,/brɪdʒ/,a fallen tree bridging the stream,倒下来架在小溪上的树
en:bruise:verb:1,bruise,verb,使碰伤，擦伤,v 使碰伤，擦伤,/bruz/,/bru:z/,She fell off her bike and bruised her knee.,她从自行车上摔下来，擦伤了膝盖。
en:brutal:adjective:1,brutal,adjective,残酷的,adj 残酷的,/'brutl/,/'bru:tl/,a brutal man,一个凶残的男人
en:buck:verb:1,buck,verb,反对,v 反对；n 美元,,/bʌk/,He was a rebel who bucked the system (= opposed rules or authority ) .,他是一个反抗体制的叛逆者。
en:burden:noun:1,burden,noun,负担,n 负担,/'bɝdn/,/'bɜ:dn/,His family responsibilities had started to become a burden.,家庭责任已开始成为他的负担。
en:bureaucracy:noun:1,bureaucracy,noun,官僚主义,n 官僚主义,/bjʊ'rɑkrəsi/,/bjʊə'rɒkrəsɪ/,the reduction of unnecessary bureaucracy,消除不必要的官僚体制
en:burial:noun:1,burial,noun,埋葬,n 埋葬,/'bɛrɪəl/,/'berɪəl/,The priest prepared the body for burial.,牧师为尸体做好了下葬的准备。
en:calculation:noun:1,calculation,noun,计算,n 计算,"/,kælkju'leʃən/",/ˌkælkjuˈleɪʃn/,Leonard made a rapid calculation: he'd never make it in time.,伦纳德做了个快速的估算：他不可能及时做完。
en:calorie:noun:1,calorie,noun,卡路里,n 卡路里,/'kæləri/,/'kælərɪ/,A potato has about 90 calories.,一个马铃薯大约有90卡路里的热量。
en:campaign:noun:1,campaign,noun,活动,n 活动,/kæm'pen/,/kæm'peɪn/,Jones ran a good campaign.,琼斯的活动搞得很成功。
en:cancel:verb:1,cancel,verb,取消,v 取消,/'kænsl/,/'kænsl/,Our flight was cancelled.,我们的航班取消了。
en:capable:adjective:1,capable,adjective,有能力的,adj 有能力的,/'kepəbl/,/'keɪpəbl/,I don’t think he’s capable of murder.,我认为他没有能力杀人。
en:capacity:noun:1,capacity,noun,能力，容量,n 能力，容量,/kə'pæsəti/,/kə'pæsətɪ/,The room had seating capacity for about 80.,这房间能坐80个人左右。
en:capital:adjective:1,capital,adjective,资金的，资本的,adj 资金的，资本的,/'kæpɪtl/,/'kæpɪtl/,capital investments,资本投资
en:capture:verb:1,capture,verb,捕捉,v 捕捉,/'kæptʃɚ/,/'kæptʃə(r)/,Government troops have succeeded in capturing the rebel leader.,政府军已经成功抓获叛乱分子的头目。
en:cast:verb:1,cast,verb,投掷，扔,v 投掷，扔,/kæst/,/kɑ:st/,the shade cast by low-hanging branches,低垂的树枝投下的阴影
en:casualty:noun:1,casualty,noun,伤亡人数,n 伤亡人数,/'kæʒuəlti/,/ˈkæʒuəlti/,"Any history of bombing must also be a history of civilian casualty, for bombing saves the lives of soldiers only at the expense of other lives.",任何空袭的历史也必定是平民伤亡的历史，因为空袭救了士兵的性命只能以其他人的生命为代价。
en:category:noun:1,category,noun,种类,n 种类,/'kætəɡɔri/,/ˈkætəgəri/,people in the over-45 age category,属45岁以上年龄组的人
en:cautious:adjective:1,cautious,adjective,谨慎的,adj 谨慎的,/'kɔʃəs/,/ˈkɔ:ʃəs/,a cautious driver,一位谨慎的司机
en:chain:noun:1,chain,noun,连锁店,n 连锁店,/tʃen/,/tʃeɪn/,...a large supermarket chain.,…一家大型连锁超市。
en:chaos:noun:1,chaos,noun,混乱,n 混乱,/'keɑs/,/'keɪɒs/,The country was plunged into economic chaos.,这个国家陷入了经济大混乱。
en:character:noun:1,character,noun,角色,n 角色,/'kærəktɚ/,/'kærəktə(r)/,"A soulless shopping centre stands across from one of the few buildings with character, the town hall.",一座毫无生气的购物中心对面就是少有的几个别具特色的建筑物之一：市政厅。
en:check:verb:1,check,verb,检查；阻止,v 检查；阻止,/tʃɛk/,/tʃek/,Check the tiles carefully before you buy them.,购买之前要把瓷砖仔细检查一下。
en:chronicle:verb:1,chronicle,verb,记录,v 记录,/'krɑnɪkl/,/'krɒnɪkl/,His life is chronicled in a new biography published last week.,他的生平被写成一本新传记，于上周出版。
en:circulation:noun:1,circulation,noun,发行量,n 发行量,"/,sɝkjə'leʃən/",/sɜːkjʊ'leɪʃ(ə)n/,The Daily News once had the highest circulation of any daily in the country.,《每日新闻报》一度在该国所有日报中拥有最高发行量。
en:circumstance:noun:1,circumstance,noun,情况，环境,n 情况，环境,/'sɝkəmstæns/,/'sɜ:kəmstəns/,The Soviet Union had been forced by circumstances to sign a pact with Nazi Germany.,苏联为形势所迫同纳粹德国签订了一项条约。
en:citation:noun:1,citation,noun,引文,n 引文,/saɪ'teʃən/,/saɪ'teɪʃn/,The essay begins with a citation from ‘Hamlet’.,这篇文章开头引用了《哈姆雷特》中的一句话。
en:claim:verb:1,claim,verb,索取，声称,v 索取，声称,/klem/,/kleɪm/,"I don’t claim to be a feminist, but I’d like to see more women in top jobs.",我不会自称是女权主义者，但我希望看到更多的女性担任高职。
en:clarify:verb:1,clarify,verb,澄清，明确,v 澄清，明确,/'klærəfaɪ/,/'klærəfaɪ/,Reporters asked him to clarify his position (= say exactly what his beliefs are ) on welfare reform.,记者们要求他阐明他在福利改革问题上的立场。
en:classify:verb:1,classify,verb,分类,v 分类,/'klæsɪfaɪ/,/'klæsɪfaɪ/,We’d classify Drabble’s novels under ‘Romance’.,我们把德拉布尔的小说归类为“言情小说”。
en:clause:noun:1,clause,noun,条款,n 条款,/klɔz/,/klɔ:z/,A confidentiality clause was added to the contract.,合同中加上了一项保密条款。
en:clue:noun:1,clue,noun,线索,n 线索,/klʊ/,/klu:/,Police have found a vital clue .,警方发现了至关重要的线索。
en:coastal:adjective:1,coastal,adjective,海滨的,adj 海滨的,/'kostl/,/'kəʊstl/,the coastal waters of Britain,英国的近海水域
en:code:noun:1,code,noun,代号，密码,n 代号，密码,/kod/,/kəʊd/,The spy sent his message in code.,这个间谍用密码发送情报。
en:collaborative:adjective:1,collaborative,adjective,合作的,adj 合作的,/kə'læbəretɪv/,/kəˈlæbərətɪv/,...a collaborative research project.,…一个合作研究项目。
en:collapse:verb:1,collapse,verb,坍塌，崩塌,v 坍塌，崩塌,/kə'læps/,/kə'læps/,Uncle Ted’s chair collapsed under his weight.,椅子承受不了特德叔叔的重量，塌架了。
en:collective:adjective:1,collective,adjective,共同的,adj 共同的,/kə'lɛktɪv/,/kəˈlektɪv/,a collective decision made by all board members,董事会所有成员作出的集体决定
en:collide:verb:1,collide,verb,撞击，碰撞,v 撞击，碰撞,/kə'laɪd/,/kə'laɪd/,A car and a van collided on the motorway.,一辆汽车和一辆小型货车在高速公路上相撞了。
en:commerce:noun:1,commerce,noun,商业,n 商业,/'kɑmɝs/,/'kɒmɜ:s/,measures promoting local commerce and industry,促进地方工商业发展的措施
en:commitment:noun:1,commitment,noun,承诺,n 承诺,/kə'mɪtmənt/,/kə'mɪtmənt/,Are you ready to make a long-term commitment ?,你是否准备好作出长久的承诺？
en:commodity:noun:1,commodity,noun,商品,n 商品,/kə'mɑdəti/,/kə'mɒdətɪ/,agricultural commodities,农业商品
en:compartment:noun:1,compartment,noun,"车厢, 隔间","n 车厢, 隔间",/kəm'pɑrtmənt/,/kəm'pɑ:tmənt/,The bag is divided into separate compartments .,这个包有一些独立的隔层。
en:compel:verb:1,compel,verb,强迫,v 强迫,/kəm'pɛl/,/kəm'pel/,...the introduction of legislation to compel cyclists to wear a helmet.,…强制骑车人戴头盔的法律的引入。
en:compelling:adjective:1,compelling,adjective,引人注目的,adj 引人注目的,/kəm'pɛlɪŋ/,/kəmˈpelɪŋ/,His life makes a compelling story .,他的一生是个引人入胜的故事。
en:compensate:verb:1,compensate,verb,弥补,v 弥补,/'kɑmpɛnset/,/'kɒmpenseɪt/,"Because my left eye is so weak, my right eye has to work harder to compensate.",因为我左眼视力差，右眼就要辛苦点来弥补一下。
en:competence:noun:1,competence,noun,能力,n 能力,/'kɑmpɪtəns/,/ˈkɒmpɪtəns/,Typing is considered by most employers to be a basic competence.,大多数雇主认为打字是一项基本技能。
en:complaint:noun:1,complaint,noun,抱怨，投诉,n 抱怨，投诉,/kəm'plent/,/kəmˈpleɪnt/,"If you wish to make a complaint, you should see the manager.",如果你要投诉，应该去找经理。
en:complicated:adjective:1,complicated,adjective,复杂的,adj 复杂的,/'kɑmplɪketɪd/,/'kɒmplɪkeɪtɪd/,a complicated pattern,复杂的图案
en:comprehensive:adjective:1,comprehensive,adjective,综合的，全面的,adj 综合的，全面的,/ˌkɑːmprɪˈhensɪv/,/ˌkɒmprɪˈhensɪv/,We offer our customers a comprehensive range of financial products.,我们为客户提供全面的金融产品。
en:concession:noun:1,concession,noun,妥协,n 妥协,/kən'sɛʃən/,/kən'seʃn/,He took off his jacket as a concession to the heat.,因为气温高，他只好脱掉了夹克衫。
en:conclusive:adjective:1,conclusive,adjective,得出结论的,adj 得出结论的,/kən'klusɪv/,/kənˈklu:sɪv/,conclusive evidence,决定性证据
en:concrete:adjective:1,concrete,adjective,具体的,adj 具体的,/'kɑŋkrit/,/'kɒŋkri:t/,What does that mean in concrete terms ?,具体来说那到底是什么意思？
en:conduct:verb:1,conduct,verb,引导，管理,v 引导，管理,/kən'dʌkt/,/kən'dʌkt/,"Aluminium, being a metal, readily conducts heat .",铝这种金属导热性能很好。
en:confine:verb:1,confine,verb,限制,v 限制,/kən'faɪn/,/kənˈfaɪn/,Vaughan is confined to a wheelchair .,沃恩离不开轮椅。
en:conflict:noun:1,conflict,noun,冲突,n 冲突,/'kɑnflɪkt/,/'kɒnflɪkt/,the threat of industrial conflict in the coalfields,煤田发生劳资纠纷的风险
en:conformity:noun:1,conformity,noun,一致,n 一致,/kən'fɔrməti/,/kən'fɔ:mɪtɪ/,We must act in conformity with local regulations.,我们必须按当地的法规行事。
en:confrontational:adjective:1,confrontational,adjective,对抗的，有敌意的,adj 对抗的，有敌意的,"/,kənfrən'teiʃənl/",/ˌkɒnfrʌnˈteɪʃnl/,The committee's confrontational style of campaigning has made it unpopular.,该委员会挑衅的宣传方式使之不得人心。
en:consensus:noun:1,consensus,noun,共识，一致,n 共识，一致,/kən'sɛnsəs/,/kənˈsensəs/,The EU Council of Finance Ministers failed to reach a consensus on the pace of integration.,欧盟财政部长会议未能就一体化的进度达成共识。
en:conservation:noun:1,conservation,noun,保护,n 保护,"/,kɑnsɚ'veʃən/",/ˌkɒnsəˈveɪʃn/,wildlife conservation,野生生物保护
en:conservative:adjective:1,conservative,adjective,保守的,adj 保守的,/kən'sɝvətɪv/,/kənˈsɜ:vətɪv/,a very conservative attitude to education,对待教育非常守旧的态度
en:considerable:adjective:1,considerable,adjective,相当多的,adj 相当多的,/kən'sɪdərəbl/,/kənˈsɪdərəbl/,Michael has already spent considerable time in Barcelona.,迈克尔在巴塞罗那已经待了相当长的时间了。
en:console:verb:1,console,verb,安慰,v 安慰,/'kɑnsol/,/kən'səʊl/,No one could console her when Peter died.,彼得去世时没人能够安慰她。
