sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:archive:noun:1,archive,noun,档案文件,n 档案文件,/'ɑrkaɪv/,/'ɑ:kaɪv/,an archive of the writer’s unpublished work,那位作家未发表作品的档案
en:arrange:verb:1,arrange,verb,把…（系统地）分类,v 把…（系统地）分类,/ə'rendʒ/,/ə'reɪndʒ/,arrange for,安排；为…做准备
en:arrest:verb:1,arrest,verb,逮捕,v 逮捕,/ə'rɛst/,/ə'rest/,He was arrested and charged with murder.,他遭到逮捕并被指控谋杀。
en:ashamed:adjective:1,ashamed,adjective,害羞的,adj 害羞的,/ə'ʃemd/,/ə'ʃeɪmd/,Everyone cries sometimes – it’s nothing to be ashamed of.,每个人都会有哭的时候——没什么好难为情的。
en:assemble:verb:1,assemble,verb,组装；集合,v 组装；集合,/ə'sɛmbl/,/ə'sembl/,A large crowd had assembled outside the American embassy.,一大群人聚集在美国大使馆外。
en:assembly:noun:1,assembly,noun,装配,n 装配,/ə'sɛmbli/,/ə'semblɪ/,instructions for assembly,装配说明（书）
en:asset:noun:1,asset,noun,有价值的人(或物)资产,n 有价值的人(或物)资产,/'æsɛt/,/'æset/,the value of a company’s assets,公司的资产价值
en:assign:verb:1,assign,verb,分配，布置,v 分配，布置,/ə'saɪn/,/ə'saɪn/,"When I taught, I would assign a topic to children that they would write about.",教书时，我会给孩子们布置个写作题。
en:assignment:noun:1,assignment,noun,作业,n 作业,/ə'saɪnmənt/,/ə'sainmənt/,a history assignment,历史作业
en:associate:verb:1,associate,verb,交往；把……联系起来,v 交往；把……联系起来,/ə'soʃɪet/,/ə'səuʃieit/,Through science we've got the idea of associating progress with the future.,通过科学我们已有了将进步与未来联系起来的观念。
en:assume:verb:1,assume,verb,假定，认为,v 假定，认为,/ə'sum/,/ə'sjuːm/,I think we can safely assume (= it is almost certain ) that interest rates will go up again soon.,我想我们几乎可以肯定，利率很快会再次上调。
en:assumption:noun:1,assumption,noun,假定，假设,n 假定，假设,/ə'sʌmpʃən/,/ə'sʌmpʃn/,You would be making an assumption that's not based on any fact that you could report.,你会做出不以你能报道的任何事实为依据的一种假设。
en:astonish:verb:1,astonish,verb,使惊讶，使大为吃惊,v 使惊讶，使大为吃惊,/ə'stɑnɪʃ/,/ə'stɒnɪʃ/,Her reply astonished me.,她的回答让我大吃一惊。
en:atmosphere:noun:1,atmosphere,noun,气氛；大气；空气,n 气氛；大气；空气,/'ætməsfɪr/,"/'ætmə,sfiə/",The hotel had a lovely relaxed atmosphere .,那家宾馆的气氛轻松愉快。
en:attempt:noun:1,attempt,noun,尝试，试图,n & v 尝试，试图,/ə'tɛmpt/,/ə'tem(p)t/,Weather conditions prevented them from attempting the jump.,天气状况使他们无法尝试跳伞。
en:automatic:adjective:1,automatic,adjective,自动的,adj 自动的,/'ɔtə'mætɪk/,/ˌɔ:tə'mætɪk/,an automatic weapon,自动武器
en:available:adjective:1,available,adjective,可利用的，现有的；可获得的,adj 可利用的，现有的；可获得的,/ə'veləbl/,/ə'veiləbl/,Tickets are available from the box office.,售票处有票出售。
en:avail:verb:1,avail,verb,"有益, 有帮助","v 有益, 有帮助",/ə'vel/,/ə'veɪl/,to no avail,无效，完全无用
en:average:adjective:1,average,adjective,平常的,adj 平常的,/'ævərɪdʒ/,/'ævərɪdʒ/,The age of the candidates ranged from 29 to 49 with an average age of 37.,候选人的年龄29岁至49岁不等，平均37岁。
en:aviation:noun:1,aviation,noun,航空,n 航空,"/,evɪ'eʃən/","/,eivi'eiʃən/",...the aviation industry.,…航空工业。
en:aviate:verb:1,aviate,verb,驾驶飞机,v 驾驶飞机,/'evɪet/,/'eɪvɪeɪt/,"There is long-distance medical system in the boat, aviate board has near one thousand square meters , can help many model copters rise and drop.",飞行甲板面积近千平方米，可供多种型号的直升机起降；
en:avoid:verb:1,avoid,verb,避免,v 避免,/ə'vɔɪd/,/ə'vɔɪd/,Road safety is taught to young children to avoid road accidents.,小孩子受到道路安全知识的教育，以避免交通事故。
en:award:verb:1,award,verb,授予；判给,v 授予；判给；n 奖(金),/ə'wɔrd/,/ə'wɔ:d/,Moodie has been awarded a golf scholarship at the University of Hawaii.,穆迪获授夏威夷大学高尔夫奖学金。
en:awareness:noun:1,awareness,noun,意识,n 意识,/ə'wɛrnəs/,/əˈweənəs/,Health officials have tried to raise awareness (= improve people’s knowledge ) about AIDS.,卫生部官员努力提高人们对艾滋病的认识。
en:background:noun:1,background,noun,背景,n 背景,/'bækɡraʊnd/,/'bækgraʊnd/,Students with a background in chemistry will probably find the course easier.,学过化学的学生可能会觉得这门课程容易些。
en:backward:adverb:1,backward,adverb,向后的,adv 向后的,/'bækwɚd/,/'bækwəd/,The diver flipped over backward into the water.,跳水运动员向后翻转跳入水中。
en:ban:verb:1,ban,verb,禁止,v 禁止,/bæn/,/bæn/,Smoking is banned in the building.,大楼内禁止吸烟。
en:bankrupt:adjective:1,bankrupt,adjective,破产的，倒闭的,adj 破产的，倒闭的,/'bæŋkrʌpt/,/'bæŋkrʌpt/,The firm went bankrupt before the building work was completed.,建筑工程尚未竣工，公司就破产了。
en:bargain:noun:1,bargain,noun,讨价还价,n 讨价还价,/ˈbɑːɡɪn/,/ˈbɑːɡən/,Is she a bawd that she should bargain?,她会是一个要讨价还价的鸨母吗?
en:battle:noun:1,battle,noun,战争，战役,n 战争，战役,/'bætl/,/'bætl/,the Battle of Trafalgar,特拉法尔加战役
en:behave:verb:1,behave,verb,表现,v 表现,/bɪ'hev/,/bɪ'heɪv/,She behaved in a very responsible way .,她表现得很有责任心。
en:beneficial:adjective:1,beneficial,adjective,有利的，有益的,adj 有利的，有益的,"/,bɛnɪ'fɪʃl/",/ˌbenɪˈfɪʃl/,a drug that has a beneficial effect on the immune system,有益于免疫系统的一种药物
en:benefit:verb:1,benefit,verb,有益于，有助于,v 有益于，有助于,/'bɛnɪfɪt/,/'benɪfɪt/,They are working together to benefit the whole community.,他们在为整个社区的利益共同努力。
en:bid:noun:1,bid,noun,出价，投标,n & v 出价，投标,/bɪd/,/bɪd/,the person who places the highest bid,出价最高的人
en:blame:verb:1,blame,verb,指责，责怪,v 指责，责怪,/blem/,/bleɪm/,Don’t blame me – it’s not my fault.,别来怪我——又不是我的错。
en:bless:verb:1,bless,verb,祝福,v 祝福,/blɛs/,/bles/,May God bless you.,愿上帝保佑你。
en:block:verb:1,block,verb,阻碍；街区,v 阻碍；街区,/blɑk/,/blɒk/,The Senate blocked publication of the report.,参议院阻止这个报告发表。
en:bogus:adjective:1,bogus,adjective,假冒的,adj 假冒的,/'bogəs/,/'bəʊɡəs/,bogus insurance claims,虚报的保险索赔
en:boost:noun:1,boost,noun,"推动,宣扬","n 推动,宣扬；v 促使，促进",/bʊst/,/bu:st/,It would get the economy going and give us the boost that we need.,这会推动经济发展并带给我们所需要的推动力。
en:bother:verb:1,bother,verb,打扰；麻烦,v 打扰；麻烦,/'bɑðɚ/,/'bɔðə/,"Why bother to go abroad, when there are so many nice places here?",这里有这么多好地方，干吗还要费事去国外？
en:broad:adjective:1,broad,adjective,宽的,adj 宽的,/brɔd/,/brɔːd/,We went along a broad passage.,我们走在一条宽阔的走廊上。
en:budget:noun:1,budget,noun,预算,n 预算；v 编预算,/'bʌdʒɪt/,/'bʌdʒit/,We had a really tight budget .,我们的预算很紧。
en:burden:noun:1,burden,noun,负担，包袱,n 负担，包袱,/'bɝdn/,/'bɜ:dn/,His family responsibilities had started to become a burden.,家庭责任已开始成为他的负担。
en:bureau:noun:1,bureau,noun,局,n 局,/'bjʊro/,/'bjʊərəʊ/,the Federal Bureau of Investigation,联邦调查局
en:calculate:verb:1,calculate,verb,计算,v 计算,/'kælkjulet/,/'kælkjʊleɪt/,These instruments calculate distances precisely.,这些仪器计算距离非常精确。
en:campaign:noun:1,campaign,noun,活动,n 活动,/kæm'pen/,/kæm'peɪn/,Jones ran a good campaign.,琼斯的活动搞得很成功。
en:cancel:verb:1,cancel,verb,取消,v 取消,/'kænsl/,/'kænsl/,Our flight was cancelled.,我们的航班取消了。
en:candidate:noun:1,candidate,noun,申请求职者；投考者；候选人,n 申请求职者；投考者；候选人,"/ˈkændɪˌdet, -dɪt/",/'kændidit/,a presidential candidate,总统候选人
en:canteen:noun:1,canteen,noun,食堂,n 食堂,/kænˈtiːn/,/kæn'tiːn/,Rennie had eaten his supper in the canteen.,伦尼已在食堂吃过晚饭。
en:capable:adjective:1,capable,adjective,能干的，有能力的,adj 能干的，有能力的,/'kepəbl/,/'keɪpəbl/,I don’t think he’s capable of murder.,我认为他没有能力杀人。
en:caregiver:noun:1,caregiver,noun,照料者,n 照料者,/ˈkerɡɪvər/,/'keəgɪvə/,"In addition to fulfilling the traditional roles of caregiver and homemaker, many Orthodox women also assume the role of primary breadwinner so their husbands can pursue religious studies full time.",除了要践行传统的照料者和主妇角色，许多东正教女性也要承担起养家的责任以便她们的丈夫可以全身心进行宗教研究。
en:careless:adjective:1,careless,adjective,粗心的,adj 粗心的,/'kɛrləs/,/'keələs/,It was careless of him to leave the door unlocked.,他忘了锁门，真是粗心大意。
en:casual:adjective:1,casual,adjective,偶然的，随便的,adj 偶然的，随便的,/'kæʒʊəl/,/ˈkæʒuəl/,a casual manner,漫不经心的态度
en:catalogue:verb:1,catalogue,verb,把……编入目录,v 把……编入目录,/'kætəlɔɡ/,/ˈkætəlɒg/,The manuscripts have never been systematically catalogued.,一直没有系统地为这些手稿编过目录。
en:caution:verb:1,caution,verb,小心，谨慎,v & n 小心，谨慎,/'kɔʃən/,/'kɔ:ʃən/,The physician must exercise caution when prescribing antidepressants.,医师在开抗抑郁药处方时必须谨慎。
en:cautious:adjective:1,cautious,adjective,谨慎的,adj 谨慎的,/'kɔʃəs/,/'kɔːʃəs/,a cautious driver,一位谨慎的司机
en:ceremony:noun:1,ceremony,noun,典礼，仪式,n 典礼，仪式,/ˈsɛrəˌmoʊni/,/'serəmənɪ/,a wedding ceremony,婚礼
en:challenge:noun:1,challenge,noun,挑战；质疑,n & v 挑战；质疑,/'tʃælɪndʒ/,/'tʃælɪn(d)ʒ/,They threw down the challenge that he couldn’t wash 40 cars in one hour (= invited him to try to do it ) .,他们激将他，说他不可能在1小时内擦洗40辆汽车。
en:chap:noun:1,chap,noun,小伙子，小家伙，家伙,n 小伙子，小家伙，家伙,/tʃæp/,/tʃæp/,a decent sort of chap,一个正派的小伙子
en:character:noun:1,character,noun,角色,n 角色,/'kærəktɚ/,/'kærəktə(r)/,"A soulless shopping centre stands across from one of the few buildings with character, the town hall.",一座毫无生气的购物中心对面就是少有的几个别具特色的建筑物之一：市政厅。
en:characterize:verb:1,characterize,verb,以……特点,v 以……特点,/'kærəktə'raɪz/,/'kærəktəraɪz/,Bright colours characterize his paintings.,明亮的色彩是他绘画作品的特点。
en:charity:noun:1,charity,noun,慈善（行为）,n 慈善（行为）,/'tʃærəti/,/'tʃærətɪ/,Several charities sent aid to the flood victims.,有几家慈善机构已向洪灾灾民送去了救援物资。
en:cheek:noun:1,cheek,noun,脸颊,n 脸颊,/tʃik/,/tʃi:k/,Lucy stretched up to kiss his cheek.,露西伸长了脖子去亲吻他的脸颊。
en:chef:noun:1,chef,noun,厨师,n 厨师,/ʃɛf/,/ʃef/,a master chef,手艺高超的厨师长
en:chemical:adjective:1,chemical,adjective,化学的 n. 化学制品,adj 化学的 n. 化学制品,/'kɛmɪkl/,/'kemikəl/,the chemical composition of bleach,漂白剂的化学成分
en:choke:verb:1,choke,verb,使窒息,v 使窒息,/tʃok/,/tʃəʊk/,Six people choked to death on the fumes.,六人被烟呛死。
en:circumstance:noun:1,circumstance,noun,环境，境遇,n 环境，境遇,/'sɝkəmstæns/,/'sɜ:kəmstəns/,He was a victim of circumstance .,他是客观环境的牺牲品。
en:cite:verb:1,cite,verb,引用,v 引用,/saɪt/,/sait/,The judge cited a 1956 Supreme Court ruling in her decision.,法官在她的判决中引用了1956年最高法院的一项裁决。
en:citizen:noun:1,citizen,noun,公民,n 公民,/'sɪtɪzn/,/'sɪtɪzn/,We need our schools to teach students to be good citizens.,我们需要学校把学生培养为好公民。
en:civilian:noun:1,civilian,noun,平民，百姓,n 平民，百姓,/sə'vɪlɪən/,/sə'vɪlɪən/,Many innocent civilians were killed during the war.,许多无辜的平民在战争中丧生。
en:civilized:adjective:1,civilized,adjective,文明的,adj 文明的,/sɪvlˌaɪzd/,/ˈsɪvəlaɪzd/,Such things should not happen in a civilized society.,文明社会不应该有这种事情发生。
en:classify:verb:1,classify,verb,把…分类，把…分级,v 把…分类，把…分级,/'klæsɪfaɪ/,/'klæsifai/,We’d classify Drabble’s novels under ‘Romance’.,我们把德拉布尔的小说归类为“言情小说”。
en:classification:noun:1,classification,noun,分类，级别,n 分类，级别,"/,klæsɪfɪ'keʃən/","/,klæsɪfɪ'keɪʃ(ə)n/",the classification of wines according to quality,葡萄酒按品质的分类
en:client:noun:1,client,noun,客户,n 客户,/'klaɪənt/,/'klaɪənt/,a meeting with an important client,与一位重要客户的会面
en:clinic:noun:1,clinic,noun,诊所,n 诊所,/'klɪnɪk/,/'klɪnɪk/,an appointment at an outpatient clinic,门诊预约
en:clumsy:adjective:1,clumsy,adjective,笨拙的，不圆滑的,adj 笨拙的，不圆滑的,/'klʌmzi/,/'klʌmzi/,A clumsy waiter spilled wine all over her new skirt.,一名笨手笨脚的服务员把葡萄酒洒得她新裙子上到处都是。
en:coach:verb:1,coach,verb,教练,v & n 教练,/kotʃ/,/kəʊtʃ/,a tennis coach,网球教练
en:colleague:noun:1,colleague,noun,同事,n 同事,/'kɑliɡ/,/'kɒliːg/,a colleague of mine from the bank,我在银行的一位同事
en:collision:noun:1,collision,noun,撞击；冲突,n 撞击；冲突,/kə'lɪʒən/,/kəˈlɪʒn/,They were on their way to the airport when their van was involved in a collision with a car.,他们正往机场赶路的时候，其货车和一辆小汽车相撞了。
en:combine:verb:1,combine,verb,联合，结合,v 联合，结合,/kəm'baɪn/,/kəm'baɪn/,Diets are most effective when combined with exercise.,节食和锻炼相结合是最有效的。
en:comment:noun:1,comment,noun,评论,n 评论,/'kɑmɛnt/,/'kɒment/,He was fined for making abusive comments to the referee.,他因谩骂裁判而被罚款。
en:commit:verb:1,commit,verb,犯罪，承担义务,v 犯罪，承担义务,/kə'mɪt/,/kə'mit/,Women commit fewer crimes than men.,女性犯罪比男性少。
en:commitment:noun:1,commitment,noun,承诺，保证,n 承诺，保证,/kə'mɪtmənt/,/kə'mɪtm(ə)nt/,Are you ready to make a long-term commitment ?,你是否准备好作出长久的承诺？
en:committee:noun:1,committee,noun,委员会,n 委员会,/kə'mɪti/,/kəˈmɪti/,a committee meeting,委员会会议
en:compare:verb:1,compare,verb,比较，对照,v 比较，对照,/kəm'pɛr/,/kəm'peə(r)/,The report compares the different types of home computer available.,这份报告比较了市场上不同类型的家用计算机。
en:compel:verb:1,compel,verb,强迫,v 强迫,/kəm'pɛl/,/kəm'pel/,...the introduction of legislation to compel cyclists to wear a helmet.,…强制骑车人戴头盔的法律的引入。
en:compensate:verb:1,compensate,verb,弥补，补偿,v 弥补，补偿,/'kɑmpɛnset/,/'kɒmpenseɪt/,"Because my left eye is so weak, my right eye has to work harder to compensate.",因为我左眼视力差，右眼就要辛苦点来弥补一下。
en:compensation:noun:1,compensation,noun,弥补，补偿,n 弥补，补偿,"/,kɑmpɛn'seʃən/",/ˌkɒmpenˈseɪʃn/,People who are wrongly arrested may be paid compensation .,被误抓的人有可能得到补偿费。
